,text,emotion,sentiment
468,blood test yesterday perhaps im feeling particularly fond right doctors needle inside time spent dizzy head non meat eating nineteen year old female,love,positive
469,admit worried feeling isolated work cubicle pretty much unless someone needs,sadness,positive
470,im feeling like life fairly sweet,love,positive
471,going clean slate unilaterally forgiving feel wronged someone love intentionally carelessness thereby time forget perceived insults abuses,anger,positive
472,feel like year teach get passionate job find love kids want try even harder,love,positive
473,im one people bury feelings anger second giving sweet smile even pain anger,love,negative
474,knew holy spirit work plus feels divine gooooood way like massage reassuring,joy,neutral
475,feel though ive reached point career im highly respected,joy,positive
476,make light sometimes feel really awkward small groups one one conversations,sadness,negative
477,ive lot good days feel fabulous lots energy lately ive also bad days feel gigantic slow clumsy,joy,negative
478,also feel like google hated seo know,sadness,negative
479,didnt get wink sleep night continued feeling fabulous next morning,joy,positive
480,feel like feel mistake time fucked sleep take,anger,negative
481,love sliding nice big throbbing cock feeling gorgeous body man,joy,positive
482,found novel position feeling bit uncertain stock market rally,fear,neutral
483,feel like judging want seem like needy girl know,sadness,neutral
484,im definitely feeling festive,joy,neutral
485,feel burdened presence,sadness,neutral
486,still feel little dazed sort disbelieving feeling oh god,surprise,negative
487,feeling super excited weeks seem flying getting closer closer due date,joy,positive
488,turned page feel like way getting back irresponcible years carefree college,joy,neutral
489,favourites choice book dvd us uk im feeling generous limit something like,love,neutral
490,feeling energetic alive happier long time,joy,positive
491,feel really pathetic confronted,sadness,negative
492,feel dangerous games activities,anger,negative
493,feel world class player benzema mould would fantastic,joy,positive
494,feeling terribly burdened impending anxiety trying keep eyes prize,sadness,negative
495,feel could unpleasant layered love healing forgiveness expectation things turn well,sadness,negative
496,im feeling gloomy completed nothing though im supposed complete many things,sadness,positive
497,working amount would like feel like lifestyle change successful far,joy,positive
498,love porn industry feel satisfied fulfilled working say really bring big bucks,joy,positive
499,overhear victory tune geeks ringtone feel triumphant,joy,neutral
500,love children literature authors feel need dumb things kids,sadness,positive
501,soo quiet mixture sleeping well feeling bit isolated big group,sadness,neutral
502,feel greedy money hungry absolutely,anger,positive
503,feel fucked want shut,anger,negative
504,feel passionate certain topic love backing position actual knowledge facts instead relying solely opinions,joy,positive
505,feel like today way suffering exam day open books everytime went home,sadness,neutral
506,feel surprised makes,surprise,positive
507,woke morning hike feeling jubilant,joy,neutral
508,feel like little kid whose mom proud touched soccer ball game,joy,positive
509,feel miserable inside outside like,sadness,negative
510,must find way accept limitations older without feeling held back resentful,anger,positive
511,feel incredibly charmed people life exciting amazing chapter things,joy,positive
512,feel wronged judges people make times however also found actually life need responsible actions people around us,anger,positive
513,know feelings stem part accepted mainstream importantly communities seek belongingness,joy,positive
514,really like special edition really feel special songs,joy,positive
515,feel must blog constantly loyal fans baker thia sandwich scruncher course mini rex,love,positive
516,im currently feeling way fucked mother tongue paper,anger,negative
517,feel innocent love,joy,positive
518,feel like sweet carby yet low glycemic meal breakfast often dessert,joy,positive
519,feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title could use standing ovation could,joy,negative
520,really lose lot nesting homemaking instinct desire pregnant longer im pregnant worse gets though get month reprieve feel creative around six month mark youll notice post halloween,joy,positive
521,feel opportunity return moz gods gracious gracious way giving heat desire despite self doubt uncertainty past,joy,negative
522,feel really lucky found resource always felt answers needed asking,joy,positive
523,keep running hill fitness wise feel fine along foot calves starting hurt also begin tire,joy,positive
524,always sensitive every sense feels like assaulted drag away darkness,fear,neutral
525,supposed ought feel thankful adding sarcastic edge age,joy,positive
526,couldnt help feel totally distraught utterly helpless lorena kidnapped tortured almost death band enemies desperate freedom,fear,negative
527,feel unfortunate mister magnum sounds cheers travelling well long periods race,sadness,negative
528,feel tortured tragic enough without importance sparkle,anger,negative
529,feel selfish thinking way feel lonely times,anger,negative
530,feel drained energy,sadness,neutral
